sentence_id	pos_tag	probability
1	SCONJ	0.9672395688157169
1	CCONJ	0.03276043118428301
2	SCONJ	0.9978708081635758
2	PRON	0.001476601345783834
2	CCONJ	0.0006525904906404922
3	SCONJ	0.9892390764030069
3	ADP	0.005696721933964283
3	PRON	0.0038422365067208772
3	CCONJ	0.0012219651563080039
4	SCONJ	0.9915058777320459
4	CCONJ	0.008494122267954103
5	SCONJ	0.995372401399881
5	CCONJ	0.004627598600118837
6	SCONJ	0.992635901537026
6	CCONJ	0.007364098462973898
7	CCONJ	0.5801296846261107
7	SCONJ	0.4020482572072941
7	ADV	0.01782205816659524
8	SCONJ	0.9950659167632576
8	ADP	0.002642485667098788
8	CCONJ	0.002291597569643582
9	SCONJ	0.9879849008249105
9	CCONJ	0.012015099175089663
10	SCONJ	0.9674241778643557
10	CCONJ	0.015008981366940356
10	PRON	0.01756684076870374
11	SCONJ	0.8504965414994916
11	CCONJ	0.1495034585005084
12	SCONJ	0.985120004378635
12	CCONJ	0.014879995621365221
13	SCONJ	0.991081151729075
13	CCONJ	0.00554458338004275
13	ADP	0.0033742648908823654
14	SCONJ	0.9583802523857076
14	CCONJ	0.03946220898491502
14	ADP	0.002157538629377402
15	SCONJ	0.91091502290975
15	CCONJ	0.08908497709024986
16	SCONJ	0.9554858997829865
16	CCONJ	0.04263684492482275
16	PRON	0.0018772552921907596
17	SCONJ	0.9993670673544744
17	PRON	0.0003933369523535649
17	CCONJ	0.00023959569317198194
18	SCONJ	0.9458728104102682
18	CCONJ	0.05412718958973202
19	SCONJ	0.9948429216006054
19	CCONJ	0.0030884427746431476
19	PRON	0.0014986620634239124
19	ADP	0.0005699735613276796
20	SCONJ	0.9989307050165398
20	PRON	0.0006076234963994647
20	CCONJ	0.00046167148706073753
21	PRON	0.9924928759497526
21	SCONJ	0.006692795790040449
21	CCONJ	0.0002961425958935035
21	ADP	0.0005181856643134174
22	PRON	0.947861131661221
22	SCONJ	0.038641462939600975
22	NOUN	0.010796187409215603
22	DET	0.0018433235365925675
22	ADJ	0.0008578944533698283
23	PRON	0.922114121601533
23	SCONJ	0.06528606751094614
23	ADP	0.01259981088752091
24	PRON	0.9180276275891024
24	SCONJ	0.07214446541392021
24	CCONJ	0.0051468864126850275
24	NUM	0.004681020584292481
25	PRON	0.8884327392670094
25	SCONJ	0.09645785473620663
25	ADP	0.0099501334707674
25	AUX	0.002754661195097399
25	VERB	0.002404611330919231
26	PRON	0.5846619109272316
26	SCONJ	0.3836047299658759
26	CCONJ	0.031733359106892484
27	PRON	0.9119751241159347
27	CCONJ	0.05801320712301158
27	SCONJ	0.027768268312755813
27	NOUN	0.0022434004482978207
28	PRON	0.9821940120236378
28	SCONJ	0.01618898328080498
28	DET	0.001617004695557192
29	PRON	0.8052070128099225
29	SCONJ	0.14923004897022898
29	CCONJ	0.04556293821984853
30	PRON	0.9671244842820712
30	SCONJ	0.029505384101634242
30	CCONJ	0.0018775439093642516
30	DET	0.0014925877069303767
31	PRON	0.6680931834166889
31	SCONJ	0.23409661504910778
31	ADP	0.057147385957863825
31	CCONJ	0.0406628155763396
32	PRON	0.9398968646190616
32	SCONJ	0.05574704618313648
32	CCONJ	0.0028980684058097384
32	ADP	0.0014580207919921992
33	PRON	0.9852949429604299
33	SCONJ	0.012914060392463404
33	DET	0.0009172144197388233
33	ADP	0.0008737822273680401
34	SCONJ	0.42036352246784
34	PRON	0.441339351298797
34	ADP	0.08199022585129266
34	VERB	0.04454604770151025
34	CCONJ	0.011760852680560154
35	PRON	0.8780504097400542
35	SCONJ	0.11122336159579956
35	CCONJ	0.010726228664146326
36	SCONJ	0.5227220065194093
36	CCONJ	0.3306431869260237
36	ADP	0.08175862120973443
36	PRON	0.06487618534483265
37	PRON	0.6300947920821623
37	SCONJ	0.36363912671805354
37	CCONJ	0.004115222412770858
37	DET	0.002150858787013379
38	PRON	0.6086100260832299
38	SCONJ	0.17614661112277552
38	CCONJ	0.19644389923058914
38	NOUN	0.018799463563405432
39	PRON	0.8784956666024054
39	SCONJ	0.12065753414594889
39	CCONJ	0.0008467992516458103
40	SCONJ	0.9736072837874595
40	PRON	0.020305927349049204
40	CCONJ	0.005753622862649016
40	DET	0.00033316600084233144
