,model_word,surprisal,model
0,The,0.0,gpt2_supr
1, cleaner,18.0574893951416,gpt2_supr
2, obviously,13.950350761413574,gpt2_supr
3, knew,5.0480637550354,gpt2_supr
4, what,2.3652639389038086,gpt2_supr
5, the,5.446691989898682,gpt2_supr
6, resident,12.65194606781006,gpt2_supr
7, identified,14.37911891937256,gpt2_supr
8, the,7.839849948883057,gpt2_supr
9, letters,11.592848777770996,gpt2_supr
10, in,5.751821517944336,gpt2_supr
11, the,2.4314379692077637,gpt2_supr
12, hall,10.695659637451172,gpt2_supr
13, in,6.993614673614502,gpt2_supr
14, the,2.6252756118774414,gpt2_supr
15, morning,6.921133041381836,gpt2_supr
16,.,12.112825393676758,gpt2_supr
17,<|endoftext|>,14.267610549926758,gpt2_supr
18,The,0.0,gpt2_supr
19, victim,11.845145225524902,gpt2_supr
20, clearly,13.884114265441896,gpt2_supr
21, knew,4.918805122375488,gpt2_supr
22, what,2.16103196144104,gpt2_supr
23, the,6.3946332931518555,gpt2_supr
24, murderer,8.545587539672852,gpt2_supr
25, held,12.944107055664062,gpt2_supr
26, the,8.836928367614746,gpt2_supr
27, gun,1.1884413957595823,gpt2_supr
28, in,7.762959957122803,gpt2_supr
29, the,4.413883209228516,gpt2_supr
30, hall,13.679935455322266,gpt2_supr
31, in,7.133968830108643,gpt2_supr
32, the,2.1974971294403076,gpt2_supr
33, evening,10.09306812286377,gpt2_supr
34,.,12.716629028320312,gpt2_supr
35,<|endoftext|>,13.03811264038086,gpt2_supr
36,The,0.0,gpt2_supr
37, professor,13.283145904541016,gpt2_supr
38, totally,16.5474853515625,gpt2_supr
39, knew,6.66673469543457,gpt2_supr
40, what,1.1774662733078003,gpt2_supr
41, the,5.970315456390381,gpt2_supr
42, scientist,12.701613426208496,gpt2_supr
43, installed,19.641225814819336,gpt2_supr
44, the,9.72883129119873,gpt2_supr
45, equipment,7.000514030456543,gpt2_supr
46, in,4.332054138183594,gpt2_supr
47, the,4.1021904945373535,gpt2_supr
48, building,6.936388969421387,gpt2_supr
49, during,8.28525447845459,gpt2_supr
50, the,1.2102162837982178,gpt2_supr
51, weekend,9.345590591430664,gpt2_supr
52,.,10.943742752075195,gpt2_supr
53,<|endoftext|>,14.422056198120115,gpt2_supr
54,The,0.0,gpt2_supr
55, policeman,16.035429000854492,gpt2_supr
56, stupidly,19.21550178527832,gpt2_supr
57, knew,11.7320556640625,gpt2_supr
58, what,3.518014669418335,gpt2_supr
59, the,4.578521728515625,gpt2_supr
60, butcher,16.061986923217773,gpt2_supr
61, recognized,17.36307716369629,gpt2_supr
62, the,7.974501609802246,gpt2_supr
63, meat,6.472995281219482,gpt2_supr
64, in,6.261903285980225,gpt2_supr
65, the,2.1664445400238037,gpt2_supr
66, shop,5.697566032409668,gpt2_supr
67, in,7.255112648010254,gpt2_supr
68, the,2.2062697410583496,gpt2_supr
69, morning,4.293282508850098,gpt2_supr
70,.,11.074346542358398,gpt2_supr
71,<|endoftext|>,12.848942756652832,gpt2_supr
72,The,0.0,gpt2_supr
73, coach,13.216989517211914,gpt2_supr
74, regrettably,21.84473991394043,gpt2_supr
75, knew,9.119287490844728,gpt2_supr
76, what,4.287435054779053,gpt2_supr
77, the,4.525165557861328,gpt2_supr
78, pupil,11.778573989868164,gpt2_supr
79, caught,14.779672622680664,gpt2_supr
80, the,7.612543106079102,gpt2_supr
81, ball,3.4286720752716064,gpt2_supr
82, in,2.8590407371520996,gpt2_supr
83, the,3.4030888080596924,gpt2_supr
84, gym,10.607396125793455,gpt2_supr
85, during,6.589331150054932,gpt2_supr
86, the,2.036283254623413,gpt2_supr
87, weekend,7.095584869384766,gpt2_supr
88,.,11.255859375,gpt2_supr
89,<|endoftext|>,12.813274383544922,gpt2_supr
90,The,0.0,gpt2_supr
91, associate,17.001256942749023,gpt2_supr
92, totally,19.644121170043945,gpt2_supr
93, knew,8.038739204406738,gpt2_supr
94, what,1.288851022720337,gpt2_supr
95, the,5.95772123336792,gpt2_supr
96, accountant,15.416421890258787,gpt2_supr
97, unveiled,22.053361892700195,gpt2_supr
