The	0.00
 cleaner	18.0574893951416
 obviously	13.950350761413574
 knew	5.0480637550354
 that	3.2662878036499023
 the	2.927645683288574
 resident	12.500054359436035
 identified	13.832551956176758
 the	4.28641414642334
 letters	13.184447288513184
 in	4.654428482055664
 the	1.2201741933822632
 hall	11.049202919006348
 in	6.251781940460205
 the	2.5364434719085693
 morning	6.907942771911621
.	12.526148796081543
<|endoftext|>	14.668872833251953
The	0.00
 victim	11.845145225524902
 clearly	13.884114265441895
 knew	4.918805122375488
 that	3.232938051223755
 the	3.037311315536499
 murderer	8.575479507446289
 held	10.598697662353516
 the	2.904618501663208
 gun	1.7135368585586548
 in	3.795440435409546
 the	3.5016982555389404
 hall	12.545377731323242
 in	6.7259626388549805
 the	1.9347918033599854
 evening	10.444953918457031
.	13.001245498657227
<|endoftext|>	12.847227096557617
The	0.00
 professor	13.283145904541016
 totally	16.5474853515625
 knew	6.66673469543457
 that	4.983978748321533
 the	3.5162036418914795
 scientist	12.146632194519043
 installed	15.727364540100098
 the	1.845036506652832
 equipment	7.57559061050415
 in	2.870903730392456
 the	1.3963285684585571
 building	6.4732818603515625
 during	7.721487998962402
 the	1.3701764345169067
 weekend	8.446727752685547
.	11.2186918258667
<|endoftext|>	14.774151802062988
The	0.00
 policeman	16.035429000854492
 stupidly	19.21550178527832
 knew	11.7320556640625
 that	2.1803252696990967
 the	3.0042028427124023
 butcher	15.647738456726074
 recognized	15.22930908203125
 the	3.235435962677002
 meat	9.004084587097168
 in	4.720637321472168
 the	1.0965174436569214
 shop	5.439265251159668
 in	7.422870635986328
 the	2.155728340148926
 morning	4.3086256980896
.	11.85398006439209
<|endoftext|>	12.786293983459473
The	0.00
 coach	13.216989517211914
 regrettably	21.84473991394043
 knew	9.119287490844727
 that	2.3238940238952637
 the	3.212360143661499
 pupil	12.289905548095703
 caught	12.342751502990723
 the	2.661504030227661
 ball	1.8704994916915894
 in	3.595285177230835
 the	1.6492294073104858
 gym	10.9739990234375
 during	6.606631278991699
 the	2.04555082321167
 weekend	8.845710754394531
.	12.41137409210205
<|endoftext|>	12.84948444366455
The	0.00
 associate	17.001256942749023
 totally	19.644121170043945
 knew	8.038739204406738
 that	4.935763835906982
 the	3.6041154861450195
 accountant	14.544257164001465
 unveiled	19.466032028198242
 the	2.505147695541382
 documents	6.77315616607666
 in	3.981401205062866
 the	2.5514392852783203
 office	4.3919453620910645
 in	5.176100254058838
 the	2.6456758975982666
 afternoon	5.67719030380249
.	11.107246398925781
<|endoftext|>	13.762542724609375
The	0.00
 author	10.091313362121582
 obviously	12.821762084960938
 knew	5.8588337898254395
 that	2.8101232051849365
 the	3.324650764465332
 editor	11.760836601257324
 praised	16.578758239746094
 the	3.2941768169403076
 novel	4.525163173675537
 in	4.881540298461914
 the	2.1053967475891113
 studio	16.277082443237305
