,model_word,surprisal,model
0,The,0.0,gpt2_supr
1, cleaner,18.0574893951416,gpt2_supr
2, obviously,13.950350761413574,gpt2_supr
3, knew,5.0480637550354,gpt2_supr
4, what,2.3652639389038086,gpt2_supr
5, and,11.989924430847168,gpt2_supr
6, where,3.876373767852783,gpt2_supr
7, the,3.257174253463745,gpt2_supr
8, resident,13.755910873413086,gpt2_supr
9, ate,11.825780868530272,gpt2_supr
10, something,12.532354354858398,gpt2_supr
11, in,6.0299296379089355,gpt2_supr
12, the,0.8779210448265076,gpt2_supr
13, morning,3.966719627380371,gpt2_supr
14,.,12.210733413696287,gpt2_supr
15,<|endoftext|>,15.732895851135254,gpt2_supr
16,The,0.0,gpt2_supr
17, victim,11.845145225524902,gpt2_supr
18, clearly,13.884114265441896,gpt2_supr
19, knew,4.918805122375488,gpt2_supr
20, what,2.16103196144104,gpt2_supr
21, and,12.702675819396973,gpt2_supr
22, where,4.597750186920166,gpt2_supr
23, the,3.442554473876953,gpt2_supr
24, murderer,8.234498977661133,gpt2_supr
25, smoked,15.757606506347656,gpt2_supr
26, something,11.620373725891112,gpt2_supr
27, in,5.081113815307617,gpt2_supr
28, the,1.3697092533111572,gpt2_supr
29, evening,7.682374477386475,gpt2_supr
30,.,11.584844589233398,gpt2_supr
31,<|endoftext|>,13.73615264892578,gpt2_supr
32,The,0.0,gpt2_supr
33, professor,13.283145904541016,gpt2_supr
34, totally,16.5474853515625,gpt2_supr
35, knew,6.66673469543457,gpt2_supr
36, what,1.1774662733078003,gpt2_supr
37, and,12.355142593383787,gpt2_supr
38, where,4.417747974395752,gpt2_supr
39, the,3.412724256515503,gpt2_supr
40, scientist,13.534825325012209,gpt2_supr
41, taught,12.151895523071287,gpt2_supr
42, something,12.32716178894043,gpt2_supr
43, during,7.933084964752197,gpt2_supr
44, the,2.093561887741089,gpt2_supr
45, weekend,9.718642234802246,gpt2_supr
46,.,10.47224235534668,gpt2_supr
47,<|endoftext|>,15.186138153076172,gpt2_supr
48,The,0.0,gpt2_supr
49, policeman,16.035429000854492,gpt2_supr
50, stupidly,19.21550178527832,gpt2_supr
51, knew,11.7320556640625,gpt2_supr
52, what,3.518014669418335,gpt2_supr
53, and,11.647839546203612,gpt2_supr
54, where,3.745112895965576,gpt2_supr
55, the,3.644371032714844,gpt2_supr
56, butcher,15.62514305114746,gpt2_supr
57, cooked,15.573233604431152,gpt2_supr
58, something,11.906248092651367,gpt2_supr
59, in,4.829523086547852,gpt2_supr
60, the,1.601071834564209,gpt2_supr
61, shop,6.156840801239014,gpt2_supr
62, in,6.2786455154418945,gpt2_supr
63, the,2.2295968532562256,gpt2_supr
64, morning,2.525542736053467,gpt2_supr
65,.,10.807332038879396,gpt2_supr
66,<|endoftext|>,13.61795711517334,gpt2_supr
67,The,0.0,gpt2_supr
68, coach,13.216989517211914,gpt2_supr
69, regrettably,21.84473991394043,gpt2_supr
70, knew,9.119287490844728,gpt2_supr
71, what,4.287435054779053,gpt2_supr
72, and,11.93178939819336,gpt2_supr
73, where,4.039904594421387,gpt2_supr
74, the,3.1997978687286377,gpt2_supr
75, pupil,13.583768844604492,gpt2_supr
76, resumed,19.10550117492676,gpt2_supr
77, something,13.870718955993652,gpt2_supr
78, during,11.213091850280762,gpt2_supr
79, the,1.0845952033996582,gpt2_supr
80, weekend,9.743507385253906,gpt2_supr
81,.,10.566450119018556,gpt2_supr
82,<|endoftext|>,12.874550819396973,gpt2_supr
83,The,0.0,gpt2_supr
84, associate,17.001256942749023,gpt2_supr
85, totally,19.644121170043945,gpt2_supr
86, knew,8.038739204406738,gpt2_supr
87, what,1.288851022720337,gpt2_supr
88, and,12.093918800354004,gpt2_supr
89, where,4.370574951171875,gpt2_supr
90, the,3.955240249633789,gpt2_supr
91, accountant,15.781267166137695,gpt2_supr
92, invested,16.292949676513672,gpt2_supr
93, something,13.87173843383789,gpt2_supr
94, in,2.0411224365234375,gpt2_supr
95, the,4.129039764404297,gpt2_supr
96, afternoon,10.623454093933104,gpt2_supr
97,.,10.96983242034912,gpt2_supr
