0	0	The
1	1	cleaner
2	2	obviously
3	3	knew
4	4	what
5	5	and
6	6	where
7	7	the
8	8	resident
9	9	ate
10	10	something
11	11	in
12	12	the
13	13	morning
14	14	.
15	15	<eos>
16	0	The
17	1	victim
18	2	clearly
19	3	knew
20	4	what
21	5	and
22	6	where
23	7	the
24	8	murderer
25	9	smoked
26	10	something
27	11	in
28	12	the
29	13	evening
30	14	.
31	15	<eos>
32	0	The
33	1	professor
34	2	totally
35	3	knew
36	4	what
37	5	and
38	6	where
39	7	the
40	8	scientist
41	9	taught
42	10	something
43	11	during
44	12	the
45	13	weekend
46	14	.
47	15	<eos>
48	0	The
49	1	policeman
50	2	stupidly
51	3	knew
52	4	what
53	5	and
54	6	where
55	7	the
56	8	butcher
57	9	cooked
58	10	something
59	11	in
60	12	the
61	13	shop
62	14	in
63	15	the
64	16	morning
65	17	.
66	18	<eos>
67	0	The
68	1	coach
69	2	regrettably
70	3	knew
71	4	what
72	5	and
73	6	where
74	7	the
75	8	pupil
76	9	resumed
77	10	something
78	11	during
79	12	the
80	13	weekend
81	14	.
82	15	<eos>
83	0	The
84	1	associate
85	2	totally
86	3	knew
87	4	what
88	5	and
89	6	where
90	7	the
91	8	accountant
92	9	invested
93	10	something
94	11	in
95	12	the
96	13	afternoon
97	14	.
98	15	<eos>
99	0	The
100	1	author
101	2	obviously
102	3	knew
103	4	what
104	5	and
105	6	where
106	7	the
107	8	editor
108	9	finished
109	10	something
110	11	during
111	12	the
112	13	holidays
113	14	.
114	15	<eos>
115	0	The
116	1	nurse
117	2	almost
118	3	forgot
119	4	what
120	5	and
121	6	where
122	7	the
123	8	dentist
124	9	swallowed
125	10	something
126	11	during
127	12	the
128	13	holidays
129	14	.
130	15	<eos>
131	0	The
132	1	assistant
133	2	clearly
134	3	forgot
135	4	what
136	5	and
137	6	where
138	7	the
139	8	economist
140	9	traded
141	10	something
142	11	in
143	12	the
144	13	morning
145	14	.
146	15	<eos>
147	0	The
148	1	waiter
149	2	gradually
150	3	forgot
151	4	what
152	5	and
153	6	where
154	7	the
155	8	customer
156	9	drank
157	10	something
158	11	in
159	12	the
160	13	evening
161	14	.
162	15	<eos>
163	0	The
164	1	drivers
165	2	stupidly
166	3	forgot
167	4	what
168	5	and
169	6	where
170	7	the
171	8	gardener
172	9	rode
173	10	something
174	11	during
175	12	the
176	13	weekend
177	14	.
178	15	<eos>
179	0	The
180	1	inspector
181	2	foolishly
182	3	forgot
183	4	what
184	5	and
185	6	where
186	7	the
187	8	prisoner
188	9	attacked
189	10	something
190	11	in
191	12	the
192	13	evening
193	14	.
194	15	<eos>
195	0	The
196	1	intern
197	2	stupidly
198	3	forgot
199	4	what
200	5	and
201	6	where
202	7	the
203	8	surgeon
204	9	forgot
205	10	something
206	11	in
207	12	the
208	13	evening
209	14	.
210	15	<eos>
211	0	The
212	1	archaeologist
213	2	regrettably
214	3	forgot
215	4	what
216	5	and
217	6	where
218	7	the
219	8	excavator
220	9	stirred
221	10	something
222	11	in
223	12	the
224	13	morning
225	14	.
226	15	<eos>
227	0	The
228	1	publisher
229	2	almost
230	3	explained
231	4	what
232	5	and
233	6	where
234	7	the
235	8	writer
236	9	wrote
237	10	something
238	11	during
239	12	the
240	13	weekend
241	14	.
242	15	<eos>
243	0	The
244	1	employer
245	2	totally
246	3	explained
247	4	what
248	5	and
249	6	where
250	7	the
251	8	colleague
252	9	sang
253	10	something
254	11	in
255	12	the
256	13	morning
257	14	.
258	15	<eos>
259	0	The
260	1	critic
261	2	carefully
262	3	explained
263	4	what
264	5	and
265	6	where
266	7	the
267	8	architect
268	9	practiced
269	10	something
270	11	during
271	12	the
272	13	holidays
273	14	.
274	15	<eos>
275	0	The
276	1	landlord
277	2	promptly
278	3	explained
279	4	what
280	5	and
281	6	where
282	7	the
283	8	tenant
284	9	obeyed
285	10	something
286	11	in
287	12	the
288	13	afternoon
289	14	.
290	15	<eos>
291	0	The
292	1	boss
293	2	slowly
294	3	explained
295	4	what
296	5	and
297	6	where
298	7	the
299	8	designer
300	9	played
301	10	something
302	11	during
303	12	the
304	13	holidays
305	14	.
306	15	<eos>
307	0	The
308	1	critic
309	2	gradually
310	3	explained
311	4	what
312	5	and
313	6	where
314	7	the
315	8	painters
316	9	read
317	10	something
318	11	in
319	12	the
320	13	morning
321	14	.
322	15	<eos>
323	0	The
324	1	cleaner
